miRNA Name,Disease Name,MeSH
hsa-miR-345-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-34a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-582-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-335-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-544a,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-33a-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3680-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1243,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-296-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-600,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-558,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-629-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-583,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4688,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1283,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3617-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-516a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-502-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-501-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3156-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-101-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-526b-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-214-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1324,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-449c-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-186-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-545-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-449a,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-376b-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4683,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-346,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4685-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1231,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1247-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-330-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-302b-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-367-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-24-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-326,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-520a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-2054,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-526b-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-5195-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-570-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-103a-2-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-330-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1305,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-548c-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-144-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-125a-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-384,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-507,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-577,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-188-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-873-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-496,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-873-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-193a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-488-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-203a-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1285-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1236-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4316,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4433a-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4640-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-876-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1827,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-197-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-885-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-199a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4760-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-646,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1178-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4530,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1253,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-637,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1229-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-580-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4663,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1323,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1297,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-892b,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-130a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1292-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-767-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3619-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-450a-1-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3164,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-2467-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-422a,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-665,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-106a-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1229-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-485-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-595,breast cancer,Breast Neoplasms
hsa-miR-512-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-665,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-142-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-155-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-193a-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-181a-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1271-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-502-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-492,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-22-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-638,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-9-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-622,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-200c-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-195-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-338-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-671-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-34b-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-361-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1224-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-141-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-206,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-134-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-10b-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-296-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-760,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1305,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-23b-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1262,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1287-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-17-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-564,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-381-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-376c-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-302e,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1304-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-21-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-135b-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-544a,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1294,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-133b,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-101-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-346,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1275,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-433-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1324,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-124-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1286,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-641,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-599,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-205-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-610,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-431-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1265,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-942-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-30a-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-892b,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-614,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-490-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1248,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-224-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-885-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1290,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1182,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-367-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-214-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-490-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-367-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-583,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-29a-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-629-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-411-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-643,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-626,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-20b-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-372-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-507,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1296-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-802,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-143-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-145-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-143-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-210-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-219a-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-24-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-16-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1299,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-377-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-518a-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-296-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1246,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-545-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1231,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-146b-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-130a-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-152-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-30c-2-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-548b-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-141-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-562,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-493-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-526b-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-593-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-130a-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-452-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-873-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1292-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-654-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1236-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1257,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-370-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1184,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-600,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-567,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1200,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-6798-5p,breast cancer,Breast Neoplasms
hsa-miR-1273h-5p,breast cancer,Breast Neoplasms
hsa-miR-6756-5p,breast cancer,Breast Neoplasms
hsa-miR-6836-5p,breast cancer,Breast Neoplasms
hsa-miR-6895-5p,breast cancer,Breast Neoplasms
hsa-miR-3617-5p,breast cancer,Breast Neoplasms
hsa-miR-5195-3p,breast cancer,Breast Neoplasms
hsa-miR-762,breast cancer,Breast Neoplasms
hsa-miR-6867-5p,breast cancer,Breast Neoplasms
hsa-miR-2467-3p,breast cancer,Breast Neoplasms
hsa-miR-3187-5p,breast cancer,Breast Neoplasms
hsa-miR-6792-3p,breast cancer,Breast Neoplasms
hsa-miR-6736-5p,breast cancer,Breast Neoplasms
hsa-miR-6720-5p,breast cancer,Breast Neoplasms
hsa-miR-4663,breast cancer,Breast Neoplasms
hsa-miR-1285-5p,breast cancer,Breast Neoplasms
hsa-miR-605-3p,breast cancer,Breast Neoplasms
hsa-miR-764,breast cancer,Breast Neoplasms
hsa-miR-507,breast cancer,Breast Neoplasms
hsa-miR-580-5p,breast cancer,Breast Neoplasms
hsa-miR-6873-3p,breast cancer,Breast Neoplasms
hsa-miR-4520-2-3p,breast cancer,Breast Neoplasms
hsa-miR-8056,breast cancer,Breast Neoplasms
hsa-miR-4659a-3p,breast cancer,Breast Neoplasms
hsa-miR-6753-5p,breast cancer,Breast Neoplasms
hsa-miR-208b-5p,breast cancer,Breast Neoplasms
hsa-miR-23c,breast cancer,Breast Neoplasms
hsa-miR-548p,breast cancer,Breast Neoplasms
hsa-miR-1909-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6798-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4270,colorectal cancer,Colorectal Neoplasms
hsa-miR-873-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-296-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6845-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6748-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-2467-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-877-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6722-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6792-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1250-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6873-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1273h-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-764,colorectal cancer,Colorectal Neoplasms
hsa-miR-939-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6867-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6514-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6772-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4656,colorectal cancer,Colorectal Neoplasms
hsa-miR-7111-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4713-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1236-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1538,colorectal cancer,Colorectal Neoplasms
hsa-miR-1283,colorectal cancer,Colorectal Neoplasms
hsa-miR-636,colorectal cancer,Colorectal Neoplasms
hsa-miR-4302,colorectal cancer,Colorectal Neoplasms
hsa-miR-330-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-507,colorectal cancer,Colorectal Neoplasms
hsa-miR-548b-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-3617-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6884-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-367-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1292-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-802,colorectal cancer,Colorectal Neoplasms
hsa-miR-2054,colorectal cancer,Colorectal Neoplasms
hsa-miR-3918,colorectal cancer,Colorectal Neoplasms
hsa-miR-567,colorectal cancer,Colorectal Neoplasms
hsa-miR-3619-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1285-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-885-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-619-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-615-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6836-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4760-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-593-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6741-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4679,colorectal cancer,Colorectal Neoplasms
hsa-miR-1256,colorectal cancer,Colorectal Neoplasms
hsa-miR-4316,colorectal cancer,Colorectal Neoplasms
hsa-miR-1277-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-562,colorectal cancer,Colorectal Neoplasms
hsa-miR-618,colorectal cancer,Colorectal Neoplasms
hsa-miR-607,colorectal cancer,Colorectal Neoplasms
hsa-miR-6753-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-3929,colorectal cancer,Colorectal Neoplasms
hsa-miR-641,colorectal cancer,Colorectal Neoplasms
hsa-miR-4520-2-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4659a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1262,colorectal cancer,Colorectal Neoplasms
hsa-miR-208b-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-605-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-329-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-8056,colorectal cancer,Colorectal Neoplasms
hsa-miR-3942-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1261,colorectal cancer,Colorectal Neoplasms
hsa-miR-578,colorectal cancer,Colorectal Neoplasms
hsa-miR-6895-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-6772-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-7111-5p,esophageal cancer,Esophageal Neoplasms
